video_id,title,channel_name,published_at,publish_year,publish_month,days_since_publish,duration,views,likes,comments,views_per_day,is_viral,language_code,language_name,region_fetched,category_id,fetched_at,publish_day,publish_dow,publish_quarter,publish_week,publish_day_name,publish_month_name,views_normalized,likes_normalized,comments_normalized,views_per_day_normalized,views_standardized,likes_standardized,comments_standardized,views_per_day_standardized,engagement_rate,like_view_ratio,comment_view_ratio,viral_category,viral_score,viral_score_tier,engagement_momentum,release_season,is_weekend_release,video_age_category,growth_rate_score,lang_avg_viral_score,lang_song_count,lang_avg_views,lang_viral_count,lang_viral_rank,channel_avg_views,channel_total_songs,channel_viral_count,channel_avg_viral_score,channel_influence_score,virality_index,virality_prediction
Tb-zjsEqr1k,Tuğba Yurt - İnceden İnceden,netd müzik,2017-09-20,2017,9,3138,PT3M12S,199324586,397351,13216,63906.57,0,tr,Turkish,search,10,2026-04-05 12:41:53,20,2,3,38,Wednesday,Sep,0.6433114726220851,0.3154463115460125,0.6466069768579676,0.2077478604657845,3.285350594144841,0.7614883199304391,1.9290303729910503,-0.1449438076944491,0.206,0.1993,0.0066,Trending,0.545611,VIRAL,0.124975,Autumn,0,Old (1+ year),20.365382,0.24063571428571429,56,76018653.73214285,27.0,6.0,181641764.42857143,7,3.0,0.5212755714285714,0.496003,0.573528,Will Go VIRAL
T_lC2O1oIew,竹内まりや -  Plastic Love (Official Music Video),竹内まりや - Mariya Takeuchi Official YouTube Channel,2021-11-11,2021,11,1625,PT5M9S,70972752,890828,16485,44219.78,0,ja,Japanese,search,10,2026-04-05 12:41:53,11,3,4,45,Thursday,Nov,0.2290503511108965,0.7072044787150686,0.8065463085278145,0.143749925637813,0.7186594963961845,2.772521892010321,2.6113492766628044,-0.4237495969455074,1.2784,1.2552,0.0232,Growing,0.487996,VIRAL,0.087574,Autumn,0,Old (1+ year),27.212172,0.13702197959183673,49,23419565.612244897,19.0,23.0,70972752.0,1,0.0,0.487996,0.240752,0.30556,Likely Trending
uPAbxLB3LhQ,Maná - Labios Compartidos (Letra),Retro Night,2026-04-01,2026,4,23,PT4M32S,540381,801,7,180127.0,1,es,Spanish,MX,22,2026-04-05 12:41:53,1,2,2,14,Wednesday,Apr,0.0017268132084143,0.0006358924365318,0.000342482508929,0.5855579303054502,-0.6897982872224795,-0.8545451791146577,-0.8280055397040244,1.5009785957673325,0.1495,0.1482,0.0013,Viral,0.001123,NORMAL,0.351434,Spring,0,Recent (8-30 days),7831.608696,0.07392159433962264,106,20044190.5754717,35.0,33.0,551202.5,2,1.0,0.0012690000000000002,0.01275,0.133899,Unlikely to Viral
VnPFQ7nNu0U,Shiva Shiva Shankaraa Lyrical Video | Kannappa -Telugu | Vishnu Manchu | Mohan Babu | Mukesh Kumar S,T-Series Telugu,2025-02-10,2025,2,438,PT5M16S,40869299,355442,12279,97540.09,0,en,English,search,10,2026-04-05 12:41:53,10,0,1,7,Monday,Feb,0.1318901484671279,0.2821758794328887,0.6007632467341847,0.3170839086989032,0.1166714887562227,0.5906993956800772,1.7334559426636007,0.3313766126936005,0.8997,0.8697,0.03,Trending,0.27075,TRENDING,0.191722,Winter,0,Old (1+ year),222.694269,0.15536310642857143,1400,35555286.68071429,356.0,21.0,60593216.823529415,17,9.0,0.19695841176470588,0.253873,0.162736,Possibly Rising
iWOoJqfbcss,চোখে শান্তি লাগে আমার | Chokhe Shanti Lage Amar | Sathi Khan | Pagol Sujon | Bangla Folk Song 2023,Sathi Khan,2023-11-23,2023,11,883,PT4M34S,36674096,170273,3788,42446.87,0,bn,Bengali,search,10,2026-04-05 12:41:53,23,3,4,47,Thursday,Nov,0.118349948490343,0.1351751720918638,0.1853319634032976,0.1379865391925947,0.0327787241748576,-0.1639073550062964,-0.0388199249035036,-0.4488576806819161,0.4746,0.4643,0.0103,Growing,0.136794,RISING,0.08335,Autumn,0,Old (1+ year),48.0712,0.12453568749999999,48,26226880.291666668,9.0,25.0,36674096.0,1,0.0,0.136794,0.104092,0.097834,Unlikely to Viral
WY7mogD-o3I,Swami (स्वामी) Official Music Video | Brahmaa | Avdhoot Gandhi | Narhar | Bhairava Films,Bhairava Films,2025-01-16,2025,1,463,PT5M9S,47659274,236913,7062,107340.71,1,en,English,search,10,2026-04-05 12:41:53,16,3,1,3,Thursday,Jan,0.1538050878246203,0.1880788824170581,0.3455159254366652,0.3489438228867274,0.2524527070163057,0.1076661473928089,0.6445425989941173,0.4701737245767317,0.5119,0.4971,0.0148,Viral,0.202429,TRENDING,0.210114,Winter,0,Old (1+ year),231.837387,0.15536310642857143,1400,35555286.68071429,356.0,21.0,28647405.0,2,1.0,0.11960950000000001,0.090826,0.219694,Possibly Rising
T9fyyPONAsk,Şimdi Uzaklardasın,Music Anatolian Psychedelic - Topic,2026-03-24,2026,3,31,PT5M5S,519962,1661,0,43330.17,0,tr,Turkish,TR,10,2026-04-05 12:41:53,24,1,1,13,Tuesday,Mar,0.0016609099986468,0.001318623392109,0.0,0.1408579761223098,-0.6902066122451272,-0.8510404790536847,-0.829466608020238,-0.4363483201591768,0.3194,0.3194,0.0,Growing,0.001226,NORMAL,0.084617,Spring,0,Established (1-3 months),1397.747419,0.24063571428571429,56,76018653.73214285,27.0,6.0,519962.0,1,0.0,0.001226,0.006966,0.00211,Unlikely to Viral
rY2P7lHolMw,"Billboard Pop Songs 2025 Playlist ✨Ed Sheeran, The Weeknd, Bruno Mars, Rihanna, Sia, Adele, Dua Lipa",Top Song 2025,2025-04-11,2025,4,378,PT3H29M29S,11006775,32840,1422,30659.54,0,en,English,search,10,2026-04-05 12:41:53,11,4,2,15,Friday,Apr,0.0355075546399545,0.0260707960246005,0.0695728753852928,0.0996682162391932,-0.4804985875755702,-0.7239788009129029,-0.5326610157837025,-0.6157907278578487,0.3113,0.2984,0.0129,Growing,0.03949,NORMAL,0.060409,Spring,0,Old (1+ year),81.109894,0.15536310642857143,1400,35555286.68071429,356.0,21.0,11006775.0,1,0.0,0.03949,0.034927,0.115675,Unlikely to Viral
HsYM-g9VOAk,All Top 50 Viral Funk/Phonk Songs of 2025 You NEED to Hear | Songs you probably Don't Know The Name,Maxeven,2025-07-10,2025,7,288,PT6M59S,8141938,62074,1543,30267.43,0,en,English,search,10,2026-04-05 12:41:53,10,3,3,28,Thursday,Jul,0.0262611687366043,0.0492788852750016,0.0754929301824942,0.09839354270301,-0.5377876141149258,-0.6048434502356003,-0.5074054063177245,-0.6213438189419326,0.7813,0.7624,0.019,Growing,0.043013,NORMAL,0.060035,Summer,0,Mature (3-12 months),105.095243,0.15536310642857143,1400,35555286.68071429,356.0,21.0,8141938.0,1,0.0,0.043013,0.030084,0.037556,Unlikely to Viral
RKb9WiYcfLM,"MARIA MARIAH VOCÊ NÃO SAI DA MINHA CABEÇA (Clipe Oficial) MC Meno Dani, Silva MC, JC no Beat e DJ F7",Funk 24por48,2024-01-01,2024,1,844,PT2M10S,140946610,796133,11389,171051.71,1,pt-PT,pt-PT,search,10,2026-04-05 12:41:53,1,0,1,1,Monday,Jan,0.4548940183820993,0.6320286556471774,0.5572190420274965,0.5560559232253248,2.117948254543019,2.3866177382035487,1.5476915424592992,1.372453661477271,0.5729,0.5648,0.0081,Viral,0.528499,VIRAL,0.334136,Winter,0,Old (1+ year),202.667903,0.2676776753246753,77,82827823.44155844,41.0,4.0,106646728.5,2,2.0,0.369277,0.291805,0.441299,Likely Trending
QdpchAJjeek,"Afro Pop instrumental ""My Love"" (Love Afrobeat Instru 2024) Prod. By Tizo Touchz (SOLD)",Tizo Touchz,2024-02-19,2024,2,795,PT2M53S,6322,129,28,8.16,0,en,English,search,10,2026-04-05 12:41:53,19,0,1,8,Monday,Feb,3.1145794321746664e-06,0.0001024096433365,0.001369930035716,2.652657686683548e-05,-0.7004780292896832,-0.8572837354413713,-0.8236223347553835,-1.049877859001834,2.4834,2.0405,0.4429,Normal,0.000306,NORMAL,0.018283,Winter,0,Old (1+ year),0.010264,0.15536310642857143,1400,35555286.68071429,356.0,21.0,6322.0,1,0.0,0.000306,0.005788,0.001293,Unlikely to Viral
mwFGCLIJJ7k,KGF: Gali Gali 8K Video Song | Neha Kakkar | Mouni Roy | Tanishk Bagchi | Rashmi Virag | T-Series,T-Series,2025-10-20,2025,10,186,PT2M53S,18513464,65164,952,110859.07,1,en,English,search,10,2026-04-05 12:41:53,20,0,4,43,Monday,Oct,0.0597357195758424,0.0517319534758547,0.0465776212143451,0.3603813286447175,-0.3303850190396677,-0.5922509814118722,-0.6307613170151876,0.5200010014801454,0.3571,0.352,0.0051,Viral,0.054703,NORMAL,0.216544,Autumn,0,Mature (3-12 months),596.016505,0.15536310642857143,1400,35555286.68071429,356.0,21.0,89084066.48,25,14.0,0.3451394,0.384396,0.381216,Likely Trending
yCo5JgxAT8M,top 5 most popular Arabic songs in 2025🤩 | habeebi | ya lili | Jalebi baby | #shorts​,Samir Insann,2025-09-10,2025,9,226,PT44S,6361425,251864,402,30731.52,0,en,English,search,10,2026-04-05 12:41:53,10,2,3,37,Wednesday,Sep,0.0205144856604182,0.1999480806924479,0.0196682812270659,0.0999022092542514,-0.5733930801538899,0.168594950429559,-0.7455595418605423,-0.6147713417258134,3.9656,3.9592,0.0063,Growing,0.074175,NORMAL,0.061457,Autumn,0,Mature (3-12 months),135.980177,0.15536310642857143,1400,35555286.68071429,356.0,21.0,25526824.0,2,1.0,0.106371,0.082135,0.111492,Unlikely to Viral
dX7Le3gO3Rg,RU NỬA VẦNG TRĂNG - GIỌNG CA DỊU DÀNG NGHE RẤT CUỐN ► Trúc Linh Bolero (Official MV 4K),Trúc Linh Bolero,2026-03-23,2026,3,32,PT5M40S,897170,3201,55,69013.08,0,vi,Vietnamese,VN,10,2026-04-05 12:41:53,23,0,1,13,Monday,Mar,0.0028783652094777,0.0025411881265148,0.0026909339987279,0.2243481337545424,-0.6826634678627915,-0.844764620804966,-0.8179867855357025,-0.0726250319636966,0.3629,0.3568,0.0061,Trending,0.00274,NORMAL,0.134966,Spring,0,Established (1-3 months),2156.65875,0.018825875,24,1196102.0,7.0,45.0,897170.0,1,0.0,0.00274,0.008,0.0,Unlikely to Viral
VCXgLoKE7bg,ಎಷ್ಟು ಹೇಳಿದರೂ ಕೇಳಲಿಲ್ಲ ಗೆಳತಿ ಗೆಳತಿ | Yesta Helidru Kelalila Gelati Gelati | Balu Belagundi |Janapada,Balu Belagundi Singer,2025-10-06,2025,10,200,PT5M48S,29953134,182365,3776,165486.93,1,en-IN,en-IN,search,10,2026-04-05 12:41:53,6,0,4,41,Monday,Oct,0.0966577515891746,0.1447746868765614,0.1847448505308479,0.5379659030761791,-0.1016224199000062,-0.1146296420559665,-0.0413246134455841,1.2936448318047595,0.6214,0.6088,0.0126,Viral,0.12871,RISING,0.323475,Autumn,0,Mature (3-12 months),827.43465,0.16872203703703703,108,41437878.38888889,31.0,16.0,29953134.0,1,1.0,0.12871,0.08946,0.284562,Possibly Rising
f9IKIbcgbFg,#shorts Antra Singh Priyanka 5 बेर चुम्मा#tiktok #viral #antra_singh_priyanka_bhojpuri_hot_video,P.K.Y music,2022-09-03,2022,9,1329,PT11S,15069238,507781,935,11503.24,0,en,English,search,10,2026-04-05 12:41:54,3,5,3,35,Saturday,Sep,0.0486193304987841,0.4031137294813547,0.0457458779783746,0.0373948014801049,-0.3992602655969898,1.211516259155127,-0.6343096257831349,-0.8870836781372009,3.3759,3.3697,0.0062,Growing,0.154393,RISING,0.023761,Autumn,1,Old (1+ year),8.655561,0.15536310642857143,1400,35555286.68071429,356.0,21.0,15069238.0,1,0.0,0.154393,0.065774,0.031259,Unlikely to Viral
xGS8Sjp0o2w,"Óscar Maydon, Gabito Ballesteros & Chino Pacas - Elvira (LYRICS)",Pop Culture,2026-04-01,2026,4,23,PT3M17S,161437,364,0,53812.33,0,es,Spanish,MX,10,2026-04-05 12:41:54,1,2,2,14,Wednesday,Apr,0.000503754982149,0.000288969846314,0.0,0.1749334446235927,-0.6973761469307035,-0.8563260557735473,-0.829466608020238,-0.2878991879311257,0.2255,0.2255,0.0,Trending,0.000339,NORMAL,0.105032,Spring,0,Recent (8-30 days),2339.666522,0.07392159433962264,106,20044190.5754717,35.0,33.0,161437.0,1,0.0,0.000339,0.006095,0.069172,Unlikely to Viral
SMxsYk1hzgU,El Watar El Hassas,Sherine - Topic,2019-09-17,2019,9,2411,PT4M22S,54026336,383758,3002,22595.71,0,en,English,search,10,2026-04-05 12:41:54,17,1,3,38,Tuesday,Sep,0.1743550570977611,0.3046551930818714,0.1468760702578404,0.0734542693842797,0.3797768039529631,0.7060936828039228,-0.2028770244097743,-0.729991290140291,0.7159,0.7103,0.0056,Growing,0.207949,TRENDING,0.044522,Autumn,0,Old (1+ year),9.371925,0.15536310642857143,1400,35555286.68071429,356.0,21.0,51717245.666666664,3,1.0,0.22813366666666668,0.16292,0.02607,Unlikely to Viral
